mortgage,card_utilization,amount_past_due,dda_balance_9m,card_balance,card_balance_3m,card_balance_6m,card_balance_12m,delinquency_status,delinquency_status_3m,delinquency_status_6m,delinquency_status_12m,credit_inquiry,credit_inquiry_3m,credit_inquiry_6m,credit_inquiry_12m,open_trade,open_trade_3m,open_trade_6m,open_trade_12m,gender,race,race_category,status
146050.78,0.183513424,558.11,0.0,619.93,2110.7,1283.57,1866.14,1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,0
193330.1,0.891166019,1114.47,0.0,1847.82,1012.43,1305.25,1285.45,2,2,2,2,1,1,7,0,0,0,4,0,1,1,White,0
368803.17,0.339986103,0.0,0.0,141.58,96.31,127.01,137.01,0,1,1,1,0,3,1,4,0,2,0,3,0,1,White,1
375601.85,0.165308265,49.46,0.0,1165.52,712.35,2153.2,2082.23,1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1
263847.21,0.415163927,417.66,0.0,685.32,358.83,315.69,779.76,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1
314470.43,0.118425805,62.36,0.0,323.85,440.03,503.97,1355.67,1,5,5,5,1,4,4,0,0,1,1,0,1,1,White,1
248016.32,0.610226551,0.0,0.0,576.91,573.79,680.53,792.75,0,1,1,1,0,0,2,0,0,0,1,0,0,1,White,0
176940.44,0.328745666,1294.43,0.0,2921.1,5260.19,4330.12,4238.56,2,3,3,3,1,1,3,4,1,1,1,3,1,1,White,0
187201.45,0.953505307,0.0,0.0,1102.37,600.4,863.19,909.21,0,0,0,0,0,1,2,0,0,0,0,0,0,1,White,1
194820.12,0.354600117,77.28,2726.3,642.66,784.84,899.67,1090.52,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,0
245418.46,0.351392962,0.0,980.43,297.44,631.16,462.85,392.17,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,0
332542.72,0.979826441,220.2,0.0,990.51,515.68,761.26,696.76,1,1,1,1,1,0,4,0,0,0,2,0,0,1,White,0
345488.02,0.937559843,850.2,11775.05,8817.39,5949.18,6199.39,4710.02,1,5,5,5,0,4,6,8,0,4,4,4,1,1,White,1
270813.38,0.718782924,624.17,0.0,1745.21,803.76,774.09,1085.32,1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,0
215229.15,0.912438366,2284.67,0.0,2757.69,1625.62,1867.75,1838.9,1,2,2,2,1,1,0,0,1,0,0,0,1,1,White,0
452717.85,0.563290927,0.0,0.0,839.42,470.94,446.79,398.69,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
178338.27,0.919016979,0.0,0.0,1952.85,1121.13,880.04,823.64,0,0,0,0,0,2,2,5,0,1,1,2,0,1,White,1
213531.79,0.773570176,0.0,0.0,4285.61,2105.38,1744.14,3435.82,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
395212.06,0.439866601,179.0,0.0,621.44,342.38,836.36,728.43,1,1,1,1,1,0,0,0,1,0,0,0,0,1,White,1
256174.4,0.962369307,0.0,0.0,1219.73,806.18,776.32,799.56,0,1,1,1,0,0,5,0,0,0,4,0,0,1,White,0
269567.14,0.511630063,0.0,2438.3,1529.74,2347.15,1380.28,975.32,0,3,3,3,1,3,2,5,0,0,0,2,1,1,White,0
145633.73,0.26170177,0.0,0.0,576.52,953.36,1299.04,1115.58,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
359939.34,0.743625939,0.0,2077.2,950.56,815.46,1023.11,830.88,0,0,0,0,1,0,0,4,0,0,0,2,0,1,White,1
393510.31,0.666794238,0.0,0.0,1057.53,1278.79,1314.53,907.27,0,1,1,1,0,3,0,4,0,2,0,2,0,1,White,1
331360.43,0.372656344,0.0,0.0,791.93,1031.8,1037.2,1217.39,0,0,3,3,0,0,3,3,0,0,0,3,1,1,White,0
389133.42,0.79248758,0.0,0.0,2111.89,1670.01,948.36,553.77,0,0,1,1,0,2,0,5,0,0,0,2,1,1,White,1
184467.27,0.648157834,0.0,0.0,766.29,499.03,488.61,309.63,0,3,3,3,0,2,0,0,0,1,0,0,1,1,White,0
232235.5,0.191053274,0.0,0.0,242.88,282.37,727.08,519.46,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
200660.73,0.47194826,0.0,0.0,1304.28,2182.35,1598.83,1020.62,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
238002.97,0.585857621,311.48,4915.62,1339.75,1742.66,1817.92,1966.25,2,2,2,2,1,1,0,0,1,0,0,0,0,1,White,0
268965.96,0.388992528,0.0,0.0,1339.71,1364.14,881.4,1821.63,0,0,0,1,0,0,0,5,0,0,0,5,1,1,White,1
355161.56,0.268953866,121.56,0.0,360.09,730.52,580.93,424.73,2,2,2,2,1,0,0,0,0,0,0,0,1,1,White,1
336766.15,0.74167039,81.82,0.0,1027.69,470.09,756.55,528.82,5,5,5,5,3,0,3,7,1,0,0,5,0,1,White,0
213878.43,0.342909144,1054.83,0.0,2343.51,4886.6,4199.79,2519.56,1,1,1,1,0,0,1,8,0,0,1,5,1,1,White,0
326559.8,0.129994887,119.18,0.0,128.79,401.99,311.38,439.28,3,3,3,3,1,1,2,0,0,1,1,0,0,1,White,0
398447.19,0.466080651,0.0,0.0,1762.09,1703.18,1467.72,1941.75,0,0,0,0,0,3,1,0,0,2,1,0,1,1,White,1
306895.09,0.787287311,0.0,0.0,686.86,608.87,322.87,440.84,0,0,0,0,0,0,4,5,0,0,3,2,0,1,White,1
212987.37,0.434348385,0.0,0.0,1707.95,930.16,1182.72,707.39,0,0,1,1,0,2,5,0,0,1,3,0,1,1,White,1
215466.4,0.888127513,1267.15,0.0,1283.86,1327.35,721.6,758.28,1,1,4,4,0,3,2,4,0,1,1,1,0,1,White,0
640718.72,0.955314466,3097.99,0.0,3125.53,2761.27,1461.7,1427.42,2,2,2,2,0,1,0,6,0,0,0,3,1,1,White,0
316708.88,0.776048278,1588.9,0.0,2505.75,2847.03,1743.58,2340.66,1,4,4,4,1,2,3,7,0,1,1,2,1,1,White,1
248009.83,0.136384966,0.0,4323.61,476.15,2046.04,2389.39,1729.44,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
474352.09,0.303355842,0.0,0.0,240.84,126.2,244.01,347.6,0,0,0,1,0,0,0,8,0,0,0,4,0,1,White,1
267931.28,0.507513807,0.0,0.0,1076.94,1372.53,946.71,1016.93,0,1,1,1,0,2,0,6,0,2,0,4,0,1,White,1
307395.12,0.237102924,0.0,0.0,352.88,484.2,429.0,347.95,0,0,1,1,1,0,0,0,0,0,0,0,0,1,White,1
229968.72,0.261180144,385.95,0.0,899.8,954.26,871.54,515.07,2,2,2,2,2,0,0,0,0,0,0,0,1,1,White,1
464883.75,0.110585188,90.21,0.0,241.54,740.74,1258.46,1455.32,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1
386832.9,0.963649648,0.0,0.0,2720.51,2130.14,1385.92,1059.34,0,0,4,4,0,0,3,7,0,0,1,3,1,1,White,0
453825.2,0.666233975,421.03,2592.06,1541.76,908.35,1453.01,1036.83,4,4,4,4,1,1,3,7,1,0,2,5,1,1,White,1
272345.24,0.589384122,710.05,0.0,925.11,753.26,996.15,1238.42,2,2,2,2,1,0,0,0,1,0,0,0,0,1,White,0
269416.5,0.458696298,833.41,2301.5,973.13,772.84,1307.39,920.6,1,1,1,1,0,2,0,5,0,1,0,2,0,1,White,1
374355.1,0.627710669,0.0,1520.77,1080.17,1454.08,918.3,608.31,0,0,0,1,1,0,3,0,1,0,3,0,0,1,White,1
198133.93,0.906056571,3973.82,11367.75,6094.16,2863.54,4504.22,4547.1,2,2,2,2,1,0,0,0,0,0,0,0,1,1,White,1
245153.79,0.799835022,0.0,0.0,4587.55,2463.91,2517.7,2143.61,0,0,1,1,0,0,0,4,0,0,0,0,1,1,White,0
307270.13,0.264036695,58.07,0.0,338.13,712.69,579.66,436.55,5,5,5,5,3,0,0,0,3,0,0,0,0,1,White,0
519158.84,0.759587421,0.0,534.09,1203.21,424.2,370.56,213.64,0,3,3,3,0,3,4,5,0,1,2,2,0,1,White,1
360259.86,0.330171858,477.88,0.0,586.45,510.27,1120.85,1046.9,2,2,2,2,0,0,5,0,0,0,4,0,0,1,White,1
176614.04,0.14634076,0.0,2864.15,397.24,1269.45,1022.25,1145.66,0,0,0,1,0,0,4,4,0,0,3,2,1,1,White,0
230097.39,0.202531564,0.0,8212.26,1019.8,2218.27,1712.97,3284.9,0,0,0,1,0,0,0,8,0,0,0,2,1,1,White,1
224886.7,0.166628119,0.0,0.0,192.8,230.58,681.68,492.58,0,0,0,0,0,0,5,5,0,0,3,2,0,1,White,1
236803.63,0.098535536,0.0,0.0,134.2,390.47,301.44,458.83,0,0,0,0,0,0,0,4,0,0,0,2,0,1,White,1
292153.64,0.420416153,126.1,6967.04,1744.51,2670.21,2270.88,2786.82,1,1,1,1,0,0,0,6,0,0,0,1,0,1,White,1
353664.86,0.543536409,321.44,663.86,348.44,462.04,343.8,265.55,2,2,2,2,0,0,0,3,0,0,0,2,0,1,White,1
251874.93,0.555159327,298.53,2931.58,1678.96,2141.93,1881.8,1172.63,4,4,4,4,2,2,5,6,2,2,1,3,1,1,White,0
604969.7,0.05519727,150.43,4653.43,175.85,1808.5,1501.33,1861.37,1,1,5,5,0,3,8,3,0,1,5,1,1,1,White,1
273274.71,0.396136668,756.87,8139.65,1910.18,3663.05,3761.36,3255.86,2,2,2,2,0,1,0,5,0,1,0,2,1,1,White,1
460435.28,0.247514567,0.0,0.0,700.57,1860.48,1448.67,1007.16,0,2,2,2,0,2,3,6,0,0,2,2,0,1,White,1
449856.36,0.34151191,186.28,0.0,484.4,683.8,632.96,643.28,1,1,1,1,0,0,3,7,0,0,1,3,1,1,White,1
328562.85,0.87995776,0.0,0.0,2460.5,1108.07,625.67,1187.37,0,0,0,0,0,2,3,9,0,1,2,6,1,1,White,0
398403.51,0.536584322,0.0,0.0,543.43,592.55,466.2,379.21,0,5,5,5,0,5,4,6,0,5,1,6,0,1,White,0
247315.67,0.267789894,133.8,0.0,530.46,881.28,618.5,618.85,1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1
293487.49,0.18316225,27.94,2282.59,646.3,1328.92,838.16,913.04,2,2,2,2,0,0,0,0,0,0,0,0,1,1,White,1
329088.51,0.549914742,0.0,1889.21,664.37,753.76,470.92,755.68,0,0,0,1,0,2,0,0,0,2,0,0,0,1,White,1
237468.61,0.534641858,0.0,801.27,584.96,892.71,515.79,320.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
271072.38,0.261141757,0.0,0.0,208.46,555.24,490.62,322.84,0,0,0,0,0,0,3,0,0,0,2,0,0,1,White,1
279709.03,0.502614451,0.0,0.0,769.1,371.16,568.72,361.36,0,1,2,2,0,2,0,9,0,1,0,6,0,1,White,1
224557.86,0.26031205,114.95,0.0,349.65,665.5,817.1,684.75,3,4,4,4,1,4,3,5,1,2,1,4,0,1,White,0
364153.97,0.317906516,0.0,0.0,1124.16,1152.57,1003.74,1931.37,0,5,5,5,0,3,2,5,0,1,2,3,1,1,White,1
306801.25,0.960936835,0.0,3975.15,2026.3,1566.21,1080.58,1590.06,0,5,5,5,0,2,6,6,0,0,2,1,1,1,White,0
392627.73,0.359958419,0.0,0.0,1071.55,1516.76,1012.62,1050.65,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
266558.07,0.864160962,1002.47,0.0,1101.97,1100.59,682.45,789.73,4,4,4,4,1,0,0,0,1,0,0,0,1,1,White,0
182142.39,0.736676533,451.16,0.0,1449.72,872.69,1415.34,969.98,5,5,5,5,1,3,3,3,0,3,2,1,0,1,White,0
218783.14,0.861785686,0.0,0.0,1942.63,957.21,1189.91,1667.82,0,2,2,2,0,3,5,6,0,2,2,1,1,1,White,0
346050.12,0.112573761,0.0,1277.88,168.74,302.65,349.02,511.15,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
354552.31,0.122252827,366.14,0.0,425.66,1794.25,1306.42,2203.5,2,3,3,3,1,3,5,7,1,2,2,3,1,1,White,1
304405.23,0.173361301,0.0,0.0,799.23,616.6,1699.81,2126.86,0,0,1,1,0,0,0,0,0,0,0,0,1,1,White,1
193254.34,0.298131738,452.35,0.0,1706.18,3192.9,3486.59,2923.62,3,3,3,3,0,0,0,0,0,0,0,0,1,1,White,1
246120.63,0.472868009,620.27,0.0,1233.79,2013.52,1613.98,1476.62,4,4,4,4,1,1,0,5,1,1,0,1,1,1,White,0
190073.36,0.880156598,328.05,8977.79,6673.87,3143.93,4632.37,3591.12,1,2,2,2,1,1,5,3,0,0,2,1,1,1,White,0
194007.71,0.31947244,0.0,0.0,1190.0,1020.63,2329.52,1831.28,0,4,4,4,0,1,2,0,0,0,1,0,1,1,White,1
247654.18,0.994110834,0.0,0.0,4469.59,1831.22,1751.85,2816.64,0,0,0,2,0,0,0,6,0,0,0,5,1,1,White,1
209208.29,0.349764106,75.93,0.0,816.62,1054.12,1190.62,859.95,1,2,5,5,1,2,5,6,1,0,4,2,0,1,White,0
196837.15,0.354436465,209.69,0.0,372.24,403.98,715.64,540.5,1,1,1,1,1,0,0,6,1,0,0,3,0,1,White,0
291691.95,0.279849287,917.68,0.0,1102.17,2312.78,2675.38,1558.19,1,1,2,2,1,2,4,4,1,0,2,3,1,1,White,0
179606.7,0.952267132,0.0,3744.02,2611.4,1574.69,1627.43,1497.61,0,1,1,1,1,0,2,6,0,0,2,3,1,1,White,1
268721.28,0.209179066,538.54,0.0,1212.43,1722.91,3418.93,3051.72,1,4,4,4,0,2,1,8,0,2,1,5,1,1,White,1
357184.68,0.312321054,0.0,0.0,455.35,268.08,791.07,673.31,0,0,1,4,0,1,3,7,0,0,1,5,0,1,White,1
221750.83,0.487333947,860.32,1385.74,1026.81,667.35,741.02,554.29,2,2,2,2,0,3,5,0,0,2,4,0,1,1,White,0
361707.3,0.666116154,154.11,0.0,334.6,172.81,156.99,225.8,1,1,1,1,1,2,0,0,1,1,0,0,0,1,White,0
474044.13,0.645997052,914.19,0.0,1275.28,717.32,992.71,759.04,5,5,5,5,1,1,0,0,0,0,0,0,0,1,White,0
290938.27,0.568459045,563.69,0.0,666.89,258.45,373.06,202.95,5,5,5,5,1,1,0,0,0,1,0,0,0,1,White,1
204807.92,0.471212331,0.0,0.0,636.27,301.77,367.6,400.71,0,0,0,0,0,1,0,4,0,1,0,3,0,1,White,1
349603.51,0.006990734,0.0,0.0,13.53,508.25,486.02,555.09,0,0,0,2,0,2,5,8,0,1,3,4,0,1,White,1
181075.05,0.501927469,0.0,0.0,1583.52,1412.34,2044.67,2500.47,0,0,0,1,0,0,1,3,0,0,0,2,1,1,White,0
341363.76,0.230778011,376.17,0.0,973.15,2389.76,1843.26,2063.33,1,1,1,1,1,0,0,9,1,0,0,5,1,1,White,1
182562.3,0.707402303,0.0,0.0,693.81,870.59,512.02,530.87,0,2,2,2,0,0,0,5,0,0,0,4,0,1,White,1
319028.13,0.165651909,0.0,0.0,345.47,1387.14,1393.04,718.47,0,1,1,1,1,1,3,6,0,0,1,2,1,1,White,0
200374.31,0.211314681,58.38,0.0,173.13,400.93,568.62,506.79,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,0
279727.78,0.037921814,0.0,2303.09,76.98,260.33,985.97,921.24,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
258888.48,0.552743311,0.0,0.0,352.15,487.17,369.95,279.54,0,1,1,1,1,1,3,0,0,0,3,0,0,1,White,0
424966.19,0.545618427,108.34,739.99,316.85,282.35,239.96,295.99,5,5,5,5,1,5,3,7,1,3,2,3,0,1,White,0
499088.01,0.64167914,0.0,1343.56,1174.01,940.74,619.3,537.42,0,0,1,1,0,0,0,6,0,0,0,3,0,1,White,1
336956.57,0.99692711,0.0,2123.79,1439.86,861.1,527.59,849.52,0,1,1,1,1,1,0,0,0,0,0,0,0,1,White,1
378589.8,0.684116395,98.82,715.96,344.51,155.93,207.28,286.38,3,4,5,5,0,2,5,3,0,2,4,1,0,1,White,0
238531.42,0.445037552,0.0,0.0,1104.66,1413.16,934.56,886.85,0,0,0,1,0,0,0,5,0,0,0,3,1,1,White,1
149116.08,0.655500727,0.0,0.0,1412.59,951.32,573.85,575.1,0,1,1,1,1,1,0,0,1,0,0,0,0,1,White,1
188512.72,0.8607245,0.0,1018.06,440.2,214.5,352.96,407.22,0,1,1,1,0,3,3,0,0,1,0,0,0,1,White,1
244049.5,0.48176578,412.71,0.0,1005.08,893.57,1028.06,1345.05,1,2,2,2,0,0,0,0,0,0,0,0,0,1,White,0
280769.28,0.17413867,492.07,0.0,753.02,366.95,265.45,1551.91,5,5,5,5,1,1,4,8,0,0,2,5,1,1,White,1
311873.19,0.09005652,64.33,0.0,72.93,297.11,230.21,365.5,4,4,4,4,2,2,5,6,1,0,2,2,0,1,White,0
348710.29,0.142346483,0.0,0.0,165.2,233.76,388.65,486.73,0,0,1,1,0,2,0,0,0,1,0,0,0,1,White,0
213192.83,0.877198572,44.56,0.0,766.09,451.79,334.46,225.05,5,5,5,5,2,3,3,4,2,0,3,0,0,1,White,0
171072.08,0.203445291,71.53,913.35,146.4,390.67,265.36,365.34,1,1,1,1,1,1,3,6,1,1,1,3,0,1,White,0
218819.12,0.526193049,0.0,0.0,1281.25,861.74,1353.93,1888.87,0,1,2,3,0,2,6,3,0,1,3,1,0,1,White,1
203787.67,0.184831468,84.44,2436.96,295.25,1059.35,757.4,974.78,4,4,4,4,1,0,0,4,0,0,0,3,0,1,White,1
221977.65,0.107878658,0.0,0.0,451.13,1074.02,1794.6,2000.08,0,0,0,0,0,0,3,6,0,0,0,4,1,1,White,1
177315.49,0.250289194,0.0,0.0,1719.73,3745.88,2729.01,2848.01,0,0,0,1,0,0,0,0,0,0,0,0,1,1,White,1
264184.39,0.327908307,0.0,0.0,304.47,165.25,203.89,531.68,0,2,2,2,1,1,3,0,1,1,1,0,0,1,White,1
246966.54,0.440277028,808.06,0.0,1147.49,806.02,1025.49,1161.68,1,1,1,1,1,0,0,3,0,0,0,1,1,1,White,1
282914.95,0.158168432,0.0,1103.7,338.37,368.24,349.05,441.48,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
190473.18,0.319907742,0.0,0.0,494.32,444.64,472.99,398.04,0,0,0,1,0,0,0,0,0,0,0,0,0,1,White,0
219255.26,0.408549788,13.49,2603.21,761.16,1005.67,1000.03,1041.28,1,1,4,4,0,1,5,8,0,1,2,1,1,1,White,0
208296.92,0.042264641,38.02,0.0,48.32,179.2,157.92,224.48,5,5,5,5,1,3,7,7,1,2,3,1,0,1,White,1
245823.16,0.60712293,0.0,1842.86,1935.95,1660.64,1286.68,737.15,0,0,0,0,0,0,3,6,0,0,0,4,1,1,White,1
188498.95,0.37231832,0.0,0.0,2027.54,1604.1,1365.64,838.27,0,0,0,1,0,2,3,8,0,0,3,2,1,1,White,0
253730.05,0.115380544,0.0,0.0,923.13,1569.91,1676.71,3945.7,0,2,2,2,0,1,2,6,0,0,1,5,1,1,White,1
366288.77,0.882632234,0.0,0.0,532.33,347.05,350.22,194.52,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
269062.3,0.071329949,0.0,0.0,105.43,206.17,255.24,472.84,0,1,1,3,0,2,0,4,0,0,0,4,0,1,White,1
416015.82,0.396290716,110.28,0.0,723.07,1286.06,829.77,809.55,5,5,5,5,0,0,5,0,0,0,3,0,0,1,White,1
200493.6,0.287132402,0.0,0.0,206.23,251.48,275.0,248.41,0,0,0,0,0,1,0,8,0,0,0,5,0,1,White,0
291265.45,0.962990813,2064.61,0.0,2280.71,1796.09,2015.34,1143.71,4,4,4,4,1,0,4,5,0,0,2,4,1,1,White,1
308012.7,0.470533778,63.49,0.0,633.58,473.66,905.84,815.07,2,2,2,2,1,0,0,7,0,0,0,4,0,1,White,1
265335.15,0.269782475,637.94,2380.79,856.42,1979.03,1447.96,952.31,1,3,3,3,1,2,5,7,1,1,3,4,1,1,White,1
220915.97,0.774892477,0.0,0.0,4488.06,2493.79,3358.19,1996.09,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
343826.9,0.579436203,0.0,2628.56,844.85,677.9,1048.74,1051.43,0,0,0,0,0,0,2,0,0,0,2,0,1,1,White,1
358634.68,0.087392191,0.0,0.0,356.6,790.32,771.67,887.6,0,1,1,1,0,2,0,0,0,1,0,0,1,1,White,1
322686.19,0.659835677,0.0,0.0,635.64,445.63,486.58,668.15,0,0,1,1,0,2,5,5,0,1,4,3,0,1,White,1
166268.57,0.021196035,0.0,0.0,73.28,571.9,783.04,769.98,0,1,1,1,0,2,0,9,0,1,0,6,1,1,White,1
321544.68,0.136703674,0.0,0.0,438.62,958.38,623.7,1525.7,0,2,2,2,0,0,0,0,0,0,0,0,1,1,White,1
271875.57,0.927805113,0.0,0.0,833.2,466.75,314.51,406.19,0,2,2,2,0,3,0,0,0,0,0,0,0,1,White,1
285566.24,0.913651212,0.0,1318.53,1151.13,1052.37,957.42,527.41,0,5,5,5,0,1,2,8,0,0,1,6,0,1,White,1
198720.28,0.40496795,0.0,0.0,1045.45,644.95,1146.51,967.63,0,0,0,4,0,1,3,5,0,0,2,1,1,1,White,1
235651.09,0.428935739,30.81,0.0,322.67,158.21,326.11,390.83,2,2,2,2,1,0,4,9,0,0,3,4,0,1,White,0
243528.69,0.194116878,39.31,394.61,86.83,281.43,176.42,157.84,1,1,1,1,0,1,5,6,0,1,3,5,0,1,White,0
233662.41,0.85625363,116.39,464.74,737.01,324.0,291.51,185.89,3,3,4,4,1,3,5,4,1,1,1,1,0,1,White,0
233087.16,0.24894258,0.0,0.0,122.77,221.75,176.01,197.64,0,3,3,3,0,1,2,5,0,1,1,5,0,1,White,0
335832.35,0.788373227,0.0,0.0,1194.86,1372.05,1012.96,574.4,0,1,1,1,0,0,3,3,0,0,1,2,0,1,White,1
305311.21,0.617232578,0.0,3124.87,2852.44,2016.27,1539.25,1249.95,0,1,1,1,0,1,0,7,0,1,0,4,1,1,White,1
308843.73,0.340740734,0.0,0.0,498.22,356.5,760.21,504.54,0,0,1,1,1,0,0,0,0,0,0,0,0,1,White,1
347294.31,0.876085793,823.07,0.0,1119.9,567.13,462.9,595.25,5,5,5,5,1,1,3,4,1,1,0,2,0,1,White,1
198496.92,0.513262849,428.34,1171.91,496.89,190.37,508.64,468.77,4,4,4,4,1,1,3,5,1,1,2,3,0,1,White,0
203443.46,0.665999186,0.0,0.0,1116.73,655.72,1078.62,1122.37,0,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1
185726.05,0.936222291,0.0,0.0,457.74,233.57,160.12,152.39,0,0,0,0,1,0,0,0,1,0,0,0,0,1,White,0
215692.23,0.182341037,0.0,0.0,671.67,2056.5,2273.76,2521.86,0,1,3,3,0,2,5,8,0,1,4,5,1,1,White,0
217715.28,0.296535442,0.0,0.0,569.79,375.44,1069.22,1151.5,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
194752.9,0.459652267,0.0,0.0,2034.98,2325.98,1832.47,2691.36,0,0,0,0,0,1,0,0,0,0,0,0,0,1,White,1
283507.57,0.226194279,177.76,0.0,294.82,402.28,290.07,233.39,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1
637613.6,0.154251139,0.0,0.0,162.14,239.76,390.25,277.68,0,0,0,1,0,0,0,0,0,0,0,0,0,1,White,1
246557.45,0.349028428,0.0,1642.75,847.98,817.14,622.45,657.1,0,0,0,1,0,0,0,0,0,0,0,0,1,1,White,1
190967.63,0.731568413,0.0,5523.44,2390.34,1784.59,2279.4,2209.37,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,0
355027.72,0.385736158,0.0,0.0,696.15,1247.46,890.07,490.52,0,0,0,1,0,0,0,7,0,0,0,5,1,1,White,1
271644.6,0.435230212,0.0,0.0,647.49,394.21,388.9,456.69,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
182331.19,0.166769374,0.0,0.0,572.0,1054.78,897.4,588.01,0,1,1,1,0,0,0,3,0,0,0,2,1,1,White,1
218739.5,0.651646857,233.05,0.0,352.53,314.28,219.97,228.58,1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,0
279285.46,0.45585747,0.0,2078.04,1432.48,800.19,1452.41,831.22,0,0,2,2,0,0,0,9,0,0,0,3,1,1,White,1
195639.49,0.447945841,0.0,3964.73,2235.26,826.18,2784.2,1585.89,0,4,4,4,1,2,3,8,1,1,2,6,1,1,White,0
388071.42,0.200782385,0.0,0.0,345.87,222.0,965.24,654.11,0,0,0,0,0,0,4,0,0,0,1,0,0,1,White,1
337909.62,0.466488086,152.53,2245.55,750.56,802.44,936.73,898.22,4,4,4,4,0,0,2,0,0,0,2,0,1,1,White,0
242346.4,0.501017513,0.0,2456.21,1053.61,939.69,1237.8,982.48,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
343892.93,0.346871269,0.0,2140.74,691.9,696.55,701.21,856.3,0,0,0,0,0,2,0,0,0,1,0,0,0,1,White,1
310733.2,0.865532149,0.0,0.0,2882.12,1449.75,1265.64,877.54,0,0,0,0,0,0,2,4,0,0,0,3,1,1,White,1
147563.46,0.454282796,0.0,1461.29,460.47,393.31,369.65,584.51,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
477846.63,0.374182559,271.09,0.0,1737.99,3021.86,2766.29,2459.77,2,2,2,2,0,0,0,0,0,0,0,0,1,1,White,1
245748.01,0.988961937,1451.45,0.0,1698.27,1117.87,956.67,797.38,1,1,1,1,0,2,0,0,0,0,0,0,1,1,White,0
266948.05,0.557499503,0.0,0.0,549.0,309.36,289.6,276.5,0,0,0,1,0,0,0,6,0,0,0,2,0,1,White,1
718017.35,0.264498716,0.0,0.0,613.43,906.5,1493.2,1825.03,0,0,0,1,0,0,0,8,0,0,0,4,1,1,White,1
259649.73,0.835828824,0.0,6203.14,2416.24,1763.89,2299.18,2481.26,0,2,2,2,0,1,3,0,0,1,2,0,1,1,White,0
256512.01,0.137593093,0.0,613.53,219.46,347.09,440.62,245.41,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
408123.73,0.6023525,0.0,0.0,1011.2,511.47,366.15,715.91,0,0,0,1,0,0,0,11,0,0,0,9,0,1,White,1
224030.18,0.23984278,559.25,0.0,1253.37,3703.59,2672.17,1745.9,4,4,4,4,0,1,3,0,0,1,2,0,1,1,White,0
431707.69,0.899334547,0.0,0.0,4307.32,2164.41,1721.85,1189.65,0,2,2,2,0,2,0,0,0,0,0,0,1,1,White,0
261547.08,0.896631746,0.0,0.0,3722.15,3091.86,2086.79,1864.59,0,0,1,1,0,0,2,0,0,0,1,0,1,1,White,1
237055.56,0.257826783,0.0,0.0,417.51,1072.13,1022.93,644.69,0,0,1,2,0,0,4,8,0,0,2,5,0,1,White,1
504359.52,0.672719195,1581.5,3431.29,1653.26,2096.0,2119.78,1372.52,1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1
218201.79,0.317002657,56.16,0.0,303.77,437.93,671.5,371.55,2,5,5,5,1,4,3,3,1,2,0,2,1,1,White,0
500025.96,0.79029687,0.0,0.0,1487.33,709.29,861.49,741.52,0,0,1,1,0,0,3,0,0,0,1,0,1,1,White,1
226099.67,0.283190544,0.0,0.0,125.62,304.61,306.2,348.94,0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1
241404.9,0.022295307,0.0,0.0,31.04,162.16,606.51,609.31,0,1,1,1,0,0,0,7,0,0,0,4,0,1,White,1
408419.96,0.176391517,0.0,0.0,398.12,442.1,473.5,1220.55,0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1
271255.93,0.361394133,1709.83,9082.03,1991.9,2677.29,3100.85,3632.81,5,5,5,5,2,1,7,3,1,1,3,2,1,1,White,0
