delinquency_status,delinquency_status_3m,delinquency_status_6m,delinquency_status_12m,credit_inquiry,credit_inquiry_3m,credit_inquiry_6m,credit_inquiry_12m,open_trade,open_trade_3m,open_trade_6m,open_trade_12m,gender,race,race_category,status,log_mortgage,log_card_balance,log_card_balance_3m,log_card_balance_6m,log_card_balance_12m,bin_card_util,bool_dda_bal_9m,bin_amt_past_due
1,2,2,2,0,1,9,0,0,0,6,0,1,1,White,1,12.293893898648248,5.6621615499651,6.883933786856135,6.41463858899692,7.669467239410891,0,0,0
3,3,3,3,1,0,0,0,0,0,0,0,0,1,White,0,12.356275844295965,4.09717388923226,4.995250892052509,5.530579219506774,5.543065841614631,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.800529597852677,4.996401134068432,6.3452327706250955,6.895328383974009,6.548448302855056,0,1,0
1,3,3,3,0,3,2,0,0,2,1,0,1,1,White,1,13.143668326629982,6.955211220138432,7.931582956371485,7.603159909583297,7.373292699549254,1,1,1
2,2,2,3,1,0,5,7,1,0,2,1,0,1,White,1,12.09688849575823,6.779012403089411,7.502831973595603,7.192392721247693,7.120104783615059,1,0,1
1,1,1,1,1,0,0,0,1,0,0,0,1,1,White,1,12.358915141486486,6.723267377356762,6.236252166480063,7.074201486617802,7.305450277825872,0,0,0
3,3,3,3,0,1,0,0,0,0,0,0,1,1,White,1,12.512356367039446,6.2892330797607725,6.955954792561371,7.338153621135513,7.047612868956831,0,0,1
0,0,0,0,0,0,0,8,0,0,0,5,1,1,White,0,12.056420523667716,5.540204160679382,7.1623819933595625,6.617162307304385,6.816812547973584,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.269682829646243,7.270034489640701,6.55816943361554,6.15354087867374,6.337073488062781,2,0,0
4,4,4,4,2,0,2,6,0,0,1,4,1,1,White,0,12.680593307605147,6.93355946866367,7.1451172675339025,6.769125195812608,7.017810756040183,1,1,1
4,4,4,4,0,1,0,0,0,0,0,0,0,1,White,0,12.823442060607148,6.946552825690049,6.7997133938864085,6.4593722313948545,6.325594757611524,3,1,2
0,0,0,0,0,1,0,0,0,1,0,0,0,1,White,0,12.115658157247662,6.214067952569683,5.640807175494688,5.7329852264642955,6.2533479267381225,2,0,0
5,5,5,5,2,3,4,6,2,2,3,5,1,1,White,1,12.524716794881643,6.347739411025374,6.601148593666668,6.916814123470483,6.5550438983098385,1,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,White,1,12.466202492468122,7.3340682196031395,7.015496957420356,7.927645376599618,8.208407325518635,1,1,0
0,0,0,1,0,1,2,0,0,0,1,0,1,1,White,1,12.980818937323635,5.897593331497911,6.5000276132197135,7.4082153657088,7.418690896698571,0,0,0
0,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.327090044988221,6.7465766273811285,7.4109518755836366,8.115284750860788,7.830302398782436,0,0,0
0,0,0,0,0,0,0,7,0,0,0,2,1,1,White,1,11.958061825749143,7.877120318298109,7.8635090023501135,7.634733675410925,7.652256002114674,3,0,0
1,1,1,1,0,0,0,5,0,0,0,1,0,1,White,0,12.340800372261596,5.534219183960909,5.23750522715128,6.47161960084759,6.077275203521093,0,1,0
1,1,1,2,0,0,3,7,0,0,0,4,1,1,White,1,12.630740004666317,7.290135980642927,7.646774083198139,7.652607419183863,7.816094481068672,2,0,0
0,2,2,2,0,0,2,0,0,0,1,0,1,1,White,0,12.46147333588107,8.345367559186387,8.05154486405919,7.424165281042028,7.901902946855042,3,1,0
1,1,1,1,0,0,2,6,0,0,2,2,1,1,White,1,12.072420217009673,6.257590956594046,8.086234875326719,7.873365558686988,8.361413852710493,0,0,0
0,1,1,3,0,2,0,7,0,0,0,3,1,1,White,1,12.681243215616812,7.484441674327164,7.163544126546843,6.76801033646248,7.885133584317605,1,0,0
0,1,1,1,0,0,0,8,0,0,0,4,1,1,White,1,12.609846524315913,8.399982741801175,7.743638236554042,7.46916374482419,7.911280029726046,3,1,0
0,2,4,4,0,3,2,5,0,1,1,4,0,1,White,1,12.266686067283889,6.1250115646104355,6.212345540767933,6.380580059339054,6.0155716224512155,1,0,0
0,0,0,0,0,2,0,0,0,0,0,0,1,1,White,0,12.45353020118633,8.863451671878869,8.356698094939087,8.437898870298277,8.689024921855493,3,0,0
0,0,1,2,0,1,2,6,0,0,0,4,1,1,White,1,12.681692318986498,6.052677231275971,7.1790792848211,6.853805828554381,6.546010361563516,0,1,0
5,5,5,5,0,2,0,0,0,1,0,0,1,1,White,1,12.875412005705654,6.044483851083618,6.460905518091241,6.203971732300633,6.548018509579003,0,0,0
0,0,0,2,0,0,0,6,0,0,0,2,0,1,White,0,12.365063734509855,4.6799993266087405,5.5479080878770946,5.522939823741646,5.787663958636903,0,0,0
1,1,1,1,0,0,0,0,0,0,0,0,1,1,White,1,12.344110232493486,5.827945117276624,6.816308626136532,6.747457410512943,7.217802868192009,0,1,0
3,3,3,3,0,0,1,0,0,0,0,0,1,1,White,1,12.569549697588064,5.956148201980414,6.892184683991179,7.105260971101131,6.85797662641899,0,1,0
2,2,2,3,0,1,2,4,0,0,2,2,1,1,White,1,12.873689482701268,7.4137713553951885,7.096630314745934,7.014850289533621,7.664135441333908,2,0,1
0,0,1,1,0,0,3,7,0,0,0,3,0,1,White,1,12.690885943266965,5.967914406647721,5.268991537166208,4.610754564281992,5.351099551987006,1,0,0
4,4,4,4,1,0,0,0,0,0,0,0,1,1,White,1,12.182418273781204,6.567206745540302,7.72322185699963,7.375838315069006,7.3130003628867515,0,1,1
0,3,3,3,0,0,3,5,0,0,1,4,0,1,White,0,12.119057813989123,7.296298007894352,6.769676419428122,6.320750308477328,6.952776444629658,3,0,0
0,1,1,1,0,0,3,6,0,0,2,2,1,1,White,1,12.22307611373532,6.619739817629118,6.254943574611595,7.54898265314739,7.092723330716997,0,0,0
0,0,1,1,0,1,3,5,0,0,2,3,0,1,White,0,12.7839599452248,7.488271131025301,7.157081064556565,6.892804064528924,7.183726546855845,3,1,0
0,2,2,2,0,2,0,0,0,1,0,0,1,1,White,1,12.252228247047034,6.787055493744353,6.9293504164187265,6.940861180879132,6.551366008520565,2,1,0
0,0,0,0,1,0,0,0,0,0,0,0,1,1,White,1,12.230145261084049,7.370923097218591,6.836602934654048,7.206466308281652,6.7906482647717565,3,0,0
5,5,5,5,3,2,3,6,2,0,1,2,1,1,White,0,12.111870311837668,6.852971690070712,6.417075360909104,7.338660687572079,7.048924925728582,1,1,1
3,3,3,3,0,2,2,0,0,0,1,0,1,1,White,1,12.734147403908947,7.370935682879747,7.616470644030135,7.926880538891914,7.6284252098534004,2,1,0
0,0,0,1,0,0,0,6,0,0,0,3,1,1,White,1,12.744668511852945,7.161210746934291,6.78502251359984,6.362614224801026,6.458024754575957,2,0,0
3,4,4,4,0,3,7,4,0,1,5,3,0,1,White,1,12.761935227563113,7.05923095560499,6.165690926187577,6.360231092100106,6.762902902302657,3,0,0
0,1,4,5,0,2,6,6,0,1,3,4,0,1,White,1,12.677222648688176,6.456926629122442,5.802541246679465,5.639172839879004,6.296169652064998,1,1,0
2,2,2,2,1,0,0,0,0,0,0,0,0,1,White,1,12.982885861576104,6.638253603689778,6.501064419948154,6.493844607290443,6.8832883909140685,1,0,0
5,5,5,5,2,2,5,4,1,0,3,3,1,1,White,0,12.374104928524389,7.345429396112317,7.594507052453222,7.366590523348003,8.205084537651294,1,1,1
0,0,1,1,0,1,4,6,0,0,2,4,1,1,White,1,12.320395167175342,5.530856639502609,6.937255827099759,6.822818112965189,6.880476575339008,0,0,0
4,4,4,5,2,2,3,6,1,0,0,5,0,1,White,0,12.46733214612457,6.1557282036839025,5.693395381769714,5.621849091893515,5.98050470687164,2,0,1
2,2,2,2,0,0,0,6,0,0,0,4,0,1,White,0,12.204783214571268,6.868608963061313,6.572660093790244,6.308917777892933,5.71184984573396,3,0,0
5,5,5,5,1,3,3,5,1,3,3,1,0,1,White,1,12.23946172424735,7.182397703551114,6.468024759906079,6.313221906142662,6.243914441614166,3,1,1
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.473489355640426,5.360587692274161,5.779662684991519,5.964581412074193,5.7888892612867595,0,1,0
0,4,4,4,0,3,2,7,0,1,1,4,0,1,White,0,13.15477656801999,4.958850650946495,5.579125870056645,5.409903463000054,5.467680322177599,1,0,0
0,0,2,2,0,0,4,5,0,0,1,2,0,1,White,1,12.622161158256564,6.315520736923973,5.565898767292815,5.6158251958970595,6.01040896310892,3,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.276749305316308,5.4061847374170435,5.4859580848195915,5.658331728418817,5.909576387635298,0,1,0
3,3,3,3,1,0,0,0,1,0,0,0,0,1,White,0,12.301847444654952,4.121148764974151,4.9807944520852345,5.530777384499595,6.09151348125948,0,0,0
3,3,3,3,1,1,3,8,1,1,2,4,0,1,White,1,12.85376927171095,5.656935421423358,5.424024479170771,5.660805381801061,5.877623730684222,1,1,0
3,3,3,3,1,0,0,0,1,0,0,0,1,1,White,1,13.26252630024564,7.487448166346739,7.6021566726878484,8.133296797213626,7.69849639323057,1,0,2
0,1,1,2,0,1,4,7,0,0,2,3,1,1,White,1,12.258933607983778,6.544789158454999,5.800304041646823,5.752032810604912,6.61759012623655,1,0,0
0,3,3,3,0,3,4,9,0,2,1,4,0,1,White,0,12.538901467254444,6.195486439214605,6.052324435364745,6.222080113260893,6.629125444449791,2,0,0
0,5,5,5,0,3,3,9,0,2,2,6,1,1,White,1,12.777318427858471,5.847507567857012,6.21993389117754,6.08616090219682,6.902461290521027,0,1,0
0,2,2,2,0,1,1,0,0,1,0,0,0,1,White,1,12.763602258915897,6.442890423592347,6.354596102200068,6.8315651406240905,6.504677319366471,2,0,0
0,0,0,0,0,0,2,0,0,0,1,0,1,1,White,1,12.126535647463976,7.756199624760873,7.0361309034463115,6.495628028000422,7.603429264479953,2,1,0
0,1,1,1,0,2,5,8,0,2,4,3,1,1,White,1,13.458198296696276,6.42548471763342,6.617028576344131,7.535221953254282,7.305517462260607,0,1,0
0,1,2,2,0,0,4,3,0,0,2,1,0,1,White,0,12.19690918901018,5.119011258714539,6.120253461940899,5.844413604395947,6.260537030310592,0,0,0
5,5,5,5,0,4,5,5,0,2,2,2,0,1,White,0,12.416990162541248,5.803688139631063,5.080410082029073,5.1801530081973945,5.539025749041718,1,1,0
1,1,1,1,0,0,0,7,0,0,0,2,0,1,White,0,13.244087437013972,6.865859791808101,6.053805342514556,5.4642977981288725,5.96873313510589,3,1,2
0,0,0,0,0,0,0,9,0,0,0,3,1,1,White,1,12.362734968539316,3.530176762918616,5.278573737511425,6.206999224218675,7.104719112512962,0,1,0
0,0,0,0,0,1,0,0,0,1,0,0,0,1,White,1,13.108015720267842,7.099994162784309,7.770421580428569,7.498758985873379,7.288011974831483,1,0,0
0,1,1,1,0,2,0,0,0,1,0,0,0,1,White,0,12.13655642283315,5.24823386638005,6.011144617874809,5.493843030825574,5.381692975469088,1,0,0
4,4,4,4,1,2,4,7,0,0,2,3,0,1,White,1,12.4038886657359,5.461710913456472,5.12924761542983,5.920478619374696,6.388174776192284,0,0,0
0,0,1,1,0,2,2,0,0,1,1,0,1,1,White,1,12.647586968544568,7.305504025734755,7.111960629276096,7.1886317457453055,8.130842238367505,1,1,0
4,4,4,4,1,2,4,0,1,2,3,0,1,1,White,0,12.275530562200183,6.957468826225979,6.907085054431833,6.860160400174453,6.459857504918618,2,0,2
1,1,1,3,0,0,0,9,0,0,0,6,0,1,White,1,12.465881223935432,6.423863656456227,6.705969517620571,6.546197002388149,6.114964543093595,1,0,1
0,0,1,1,0,0,4,5,0,0,3,2,0,1,White,1,12.268619230955418,5.519017936211107,5.71287435133442,6.5511517610639345,6.27887783344001,0,0,0
5,5,5,5,9,3,1,5,3,1,0,3,0,1,White,0,12.496515603228392,5.163642463221435,6.8403753916508245,6.84015072904497,6.930152576424176,0,0,0
0,1,1,1,0,1,4,7,0,0,3,5,1,1,White,1,13.043296468484295,7.751324769055121,7.284937503851137,7.69474793082077,7.8337428442351555,1,1,0
0,0,0,0,0,0,2,3,0,0,2,2,0,1,White,1,12.186925707222978,4.840084192901217,6.14437874852507,5.7864985288294735,6.048175638692024,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,11.920943844039444,6.599394195321955,6.720702547812281,6.150922546736059,6.1476346151690695,2,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,White,1,12.145506650120177,5.129425230065743,5.645764868286627,5.282340412024896,5.488607092991169,0,0,0
0,4,4,4,0,4,0,0,0,1,0,0,1,1,White,0,12.436620834723481,8.254370221759606,7.468775794111885,7.070944983460065,7.614035837932045,3,0,0
0,0,0,1,0,0,4,8,0,0,2,4,0,1,White,1,12.201734047409817,4.787658395561367,5.994460056087781,5.957830201108994,5.806519552107313,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,White,0,12.735095108003675,7.571190395556557,6.99083644279207,7.081506885093025,6.830452979624045,3,0,0
0,2,2,2,1,3,0,0,0,1,0,0,1,1,White,1,12.356184107259857,7.668290043243778,7.1863865159135,7.012331487151239,7.138192169123812,2,0,0
1,3,3,3,0,3,4,0,0,3,2,0,0,1,White,1,12.453351776271806,6.2669538387941275,6.249318656097587,6.867495626318058,6.920286435054891,1,1,0
5,5,5,5,0,1,0,5,0,0,0,1,1,1,White,0,12.50500588554837,5.5310151306670585,5.342669124118538,5.240582315896798,6.51617828303414,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.005823872157489,7.055494017608325,6.827000651287002,6.9587240207081695,6.617269279197622,3,1,0
2,2,2,2,1,0,5,4,0,0,3,2,0,1,White,1,12.704320074430903,7.598594798940338,7.189213020413946,7.127332478416738,7.323190519727611,3,0,1
0,0,1,1,0,0,3,11,0,0,2,6,1,1,White,1,12.530454985845292,8.64450754826131,8.637747494672032,8.172576680040255,8.025035564568658,3,0,0
5,5,5,5,0,0,0,0,0,0,0,0,0,1,White,0,12.842533277374898,6.948417260701027,6.601121417168902,6.318733852075077,5.94576086484898,3,0,1
0,0,0,0,0,0,0,7,0,0,0,2,0,1,White,1,12.686227204319696,5.9108237439443245,5.7899601708972535,5.882876606691083,6.0719379312578585,1,0,0
0,1,1,1,0,2,0,0,0,1,0,0,1,1,White,1,12.191322139749252,6.331839871049918,7.1541230482496365,6.552778891678987,6.508694618546967,1,1,0
0,0,1,1,0,2,0,0,0,1,0,0,1,1,White,1,12.531500076507704,7.299824393419964,6.797404555143049,6.650188488212699,7.227480928142591,2,0,0
0,1,1,1,0,2,3,0,0,0,3,0,0,1,White,0,12.360896969836602,7.305161333311287,6.511923619842211,6.008592030768573,6.953149206272022,3,0,0
4,4,4,4,1,1,2,6,0,1,1,4,0,1,White,0,12.090619088280931,6.861093348515906,6.249028848624322,5.869212163779937,6.116554157946804,3,1,1
0,0,0,1,0,0,0,4,0,0,0,3,0,1,White,1,11.975801440234507,7.624330858717173,6.565898572084085,7.2148207732286895,7.331649522558669,3,0,0
0,0,0,0,0,1,2,5,0,1,2,3,0,1,White,1,12.313948993825443,6.096477502373692,6.588486215570544,6.348789279888211,5.857761711216474,1,0,0
1,3,3,3,0,4,4,9,0,2,2,5,0,1,White,0,12.882794897441826,6.242048152847583,6.228017785332109,6.211302641413465,5.852891897244042,2,0,1
5,5,5,5,1,2,3,0,1,2,1,0,1,1,White,1,12.627055101113339,6.51777466490835,7.095346261268867,7.6351009671219945,7.469066771255116,0,0,0
0,1,4,4,1,2,2,5,1,1,2,2,1,1,White,1,12.660612448753573,6.37640376642942,6.746705857463722,6.715892347700959,6.47279441664486,1,0,0
5,5,5,5,2,1,0,0,1,1,0,0,1,1,White,1,13.127875796068624,7.254891877190175,7.700797567028783,7.73250511835479,7.227183080994092,1,0,1
0,0,0,0,0,0,0,9,0,0,0,2,1,1,White,1,12.567015205228913,5.902633333401366,6.658857927216836,6.97867030195174,6.9100925454456235,0,0,0
1,1,1,1,0,3,4,0,0,1,2,0,1,1,White,1,12.512590701758201,5.856274637046298,7.46602730733406,7.8104216188988955,7.513632867399608,0,0,0
5,5,5,5,1,0,4,6,1,0,3,3,0,1,White,0,12.374769261269533,6.869502896845012,6.4862065196057435,7.139081262703905,6.942832805594834,2,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.318624421978773,7.503466020850606,7.482580528707772,7.158280507037564,6.844144327518774,3,1,0
5,5,5,5,4,1,0,4,3,1,0,1,1,1,White,0,12.221341629023456,7.013960437828453,6.835936991191665,6.939486477143591,6.54293294933599,1,0,1
2,2,2,2,0,0,0,0,0,0,0,0,0,1,White,0,13.332257833801037,7.04253963631843,6.5463261948635845,6.837697555026698,6.538892073318521,3,0,1
0,0,2,2,0,0,2,5,0,0,1,2,0,1,White,0,12.597907313147475,4.488411625377895,5.747576049654617,6.369130137858362,6.240217363928611,0,0,0
1,2,2,2,1,2,1,7,1,2,1,6,1,1,White,0,13.025853358080365,7.663651881195192,7.136459341956993,7.037212131932573,7.13071481336627,3,1,1
1,2,2,2,0,3,4,5,0,1,3,4,1,1,White,1,12.885677922002396,7.134667719103967,7.419518463101032,7.4575746670735485,7.270890311542834,2,0,0
1,1,1,1,0,0,3,6,0,0,1,4,1,1,White,1,12.272507320955425,6.467232779058571,6.822088452225045,6.614001477500375,6.809006192911964,1,1,0
0,3,3,3,1,2,2,2,1,1,0,1,1,1,White,0,12.183794929727966,8.073667896483533,7.336578776667536,7.401347252802097,7.819443435236375,3,0,0
0,0,0,0,0,0,0,4,0,0,0,0,0,1,White,1,12.001714660363104,6.84796281082978,6.9599776416520625,6.600169774153515,6.16965257262033,2,1,0
0,1,1,1,0,5,4,0,0,3,2,0,0,1,White,0,12.325257498181836,6.440340296297894,6.1468858479258115,6.429800119948781,6.048647960635436,2,0,0
2,2,2,2,1,3,2,0,0,2,1,0,0,1,White,0,12.438672782062858,3.503453082366503,5.055289934636687,6.094787989339883,6.2700617266071585,0,1,0
1,1,1,1,0,0,0,9,0,0,0,2,1,1,White,0,12.098722318176128,6.9463026885943755,7.503664422614829,7.5073771858446765,7.185099095347485,1,0,1
4,4,4,4,1,0,0,0,1,0,0,0,0,1,White,0,12.544861553737174,6.003368414110806,5.458521118088372,5.189785159724575,5.775886058412575,2,0,0
2,2,2,2,0,2,0,0,0,1,0,0,0,1,White,1,12.169524266509221,5.960025478272602,6.294195317761281,6.537662140954444,7.545373893249326,0,1,1
0,0,0,0,0,2,0,0,0,1,0,0,1,1,White,1,12.425300661129752,5.288670989496231,7.241889069282025,6.809072418077552,6.502400164824416,0,1,0
0,0,1,2,1,0,3,4,0,0,3,3,0,1,White,0,12.972669385108905,7.080867896690782,6.760959154655469,6.605149060071948,6.8911684753777385,3,1,0
1,1,1,1,0,2,3,0,0,2,2,0,1,1,White,0,12.320081456642036,6.029819500984446,5.589381214346226,6.647960710017247,6.868941682945435,1,0,0
2,2,2,2,1,1,2,6,1,0,0,5,1,1,White,0,12.278400469874844,5.363027747916792,5.6259650669428645,6.3661611215445095,5.89150608073915,0,0,0
0,0,1,1,0,2,5,5,0,2,2,1,0,1,White,1,12.968595504297229,6.958343825092949,5.933808950869816,6.762960694078903,6.814169611351558,2,0,0
4,4,4,4,2,2,2,0,2,2,1,0,1,1,White,1,13.06584149034998,8.393213747613887,8.696931414274589,8.609026424550052,8.75321506007218,2,0,2
0,0,0,0,1,0,0,0,0,0,0,0,1,1,White,1,12.880237725569753,7.615076531097964,7.57406554958849,6.96409780452017,7.054527375320135,3,1,0
4,4,4,4,3,1,3,3,1,0,3,2,1,1,White,1,12.504945998835101,7.7430962252452575,7.145905662402869,7.006070031443122,6.92475987779796,3,1,2
0,1,1,3,0,2,3,5,0,0,3,1,0,1,White,0,12.262990122013715,7.228141686731987,6.250477046836434,6.017838671993082,6.492209531531022,3,0,0
2,2,2,2,1,0,0,0,1,0,0,0,0,1,White,1,12.743793478778306,4.456206032848133,6.474554056527167,6.618124642645567,6.435653450054175,0,0,0
0,1,1,1,0,2,3,8,0,0,3,3,0,1,White,0,12.3509619422681,6.6767307542170515,6.1614604542113,5.65731960024586,5.490300433612623,3,1,0
0,2,2,2,0,0,0,7,0,0,0,2,0,1,White,1,12.836580061173489,6.883062916391735,6.759348073781944,6.453656494459693,6.2030616945218195,2,0,0
0,1,1,1,0,2,0,10,0,1,0,7,1,1,White,1,12.321135451380636,7.435550107927724,6.838962387497852,6.514668245440402,6.916833942915341,3,0,0
0,1,1,1,0,1,0,0,0,0,0,0,1,1,White,1,12.73380736141304,5.84883474635534,5.604256755270649,5.687178725489421,5.639883748805969,1,0,0
0,0,0,5,0,0,1,7,0,0,0,1,1,1,White,1,12.471531923191568,7.27270390145301,7.574748404564824,7.325221419098319,7.713552343086718,1,0,0
0,0,0,0,0,0,0,4,0,0,0,3,0,1,White,1,12.897099980804935,4.906607223672208,5.953477073202482,5.80099992537156,5.186435633899945,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.0785106008442,6.118801795569177,5.375000591318995,6.082584140475466,7.013384758465951,0,0,0
0,0,0,0,0,0,0,0,0,0,0,0,1,1,White,1,12.75440851081115,6.583423053321758,7.584091951389447,7.816078353206984,7.9531003966247775,0,0,0
0,0,0,1,0,0,0,0,0,0,0,0,1,1,White,1,12.388653418724655,6.937692650334052,6.506307092231907,6.363545211196563,7.222390820994176,1,0,0
1,1,1,1,1,3,0,0,1,2,0,0,0,1,White,1,12.459231749128676,5.4333725975409015,5.846727750641299,5.671672420737967,5.888462359518282,0,1,0
0,0,1,1,0,0,3,5,0,0,1,3,1,1,White,1,12.629253499028085,7.274555785944736,7.734641955511602,7.35737123482559,7.075073174997875,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,13.004367594118774,5.828062875166538,7.025351630547463,6.87209701277284,6.828690426385783,0,0,0
2,2,2,2,1,0,3,0,0,0,1,0,1,1,White,1,12.384162009215643,7.761698155124794,7.855792709168872,7.54105160079378,8.318437328158858,1,0,2
0,0,1,1,0,0,4,7,0,0,3,4,1,1,White,1,12.782296074268613,8.144022944948308,8.309337187788877,7.9302493712207065,7.470993070962844,2,0,0
0,2,2,2,0,2,0,0,0,2,0,0,1,1,White,1,12.100404971592962,5.8236965713215385,6.8903140613621945,7.128263360494664,6.654732249015198,0,0,0
2,2,2,2,0,1,5,2,0,0,3,0,0,1,White,0,12.053314861839196,6.063668922856905,6.131834999955258,5.883879336428045,5.863716399239187,2,0,0
1,1,1,1,0,1,0,5,0,0,0,2,1,1,White,1,12.418859713122304,5.004751350937281,5.421552180882665,6.589476532552888,6.423344361387597,0,0,0
0,0,0,0,1,1,0,0,0,1,0,0,1,1,White,1,12.73127981729385,6.707937552971424,6.009795503792706,6.093795478205444,6.528644816156651,1,0,0
0,0,0,0,1,0,0,0,0,0,0,0,0,1,White,1,12.2351597345908,6.827325829867102,6.382255852982353,7.11262894774656,6.621325755097115,1,0,0
1,1,5,5,0,0,7,2,0,0,4,1,0,1,White,1,12.534477751605742,6.199859876073283,7.328693393652997,6.8949233001667585,6.678128255310065,0,0,0
0,1,1,1,0,2,1,0,0,0,1,0,1,1,White,0,12.37107373192613,8.967719615410296,8.139122408836734,8.55708098971105,8.20685642839965,3,0,0
5,5,5,5,4,2,4,9,2,2,1,4,1,1,White,0,12.34665277483823,7.982580211857937,7.769209604950459,7.39483109557702,7.079352872413116,2,0,1
1,1,1,1,1,0,0,0,1,0,0,0,0,1,White,0,12.35309866225656,5.046259805069185,5.795175903085411,5.268115857814915,5.930785236296131,0,0,0
1,3,5,5,1,5,6,6,0,3,4,3,1,1,White,0,12.841225180352776,7.429716669308527,7.395911891295181,7.97956147322974,7.483238791761071,1,0,2
0,2,2,2,0,1,2,9,0,1,2,5,1,1,White,1,12.60271827612943,8.458495711468476,9.14934011711849,8.814242751633822,8.206684564204677,1,0,0
0,0,4,4,0,2,2,6,0,1,1,4,0,1,White,1,12.56912038997099,6.4892353260001725,7.250500655396441,6.987444077883505,6.929232973158367,1,0,0
4,4,4,4,1,1,1,5,0,1,0,1,1,1,White,1,12.68967292003437,7.839324695045438,7.0470127463050645,6.76499283961474,7.4829406579080135,3,0,2
0,5,5,5,0,1,4,8,0,0,4,3,0,1,White,1,12.618487779493606,4.574504771677206,6.239651868861623,6.489144139203957,5.824730865655679,0,0,0
0,0,1,2,0,0,0,5,0,0,0,2,1,1,White,0,12.199024364653555,6.975554104546572,6.402961427447865,7.568436084404249,8.060552676708326,0,0,0
3,4,4,4,0,3,5,6,0,1,2,2,1,1,White,0,12.037992339026907,6.281294311617222,6.982231754658666,6.491542622327208,6.538660672183623,1,1,1
1,1,1,3,0,0,0,6,0,0,0,5,0,1,White,0,12.013942541831232,5.332235584751498,5.973987713056649,6.157212009280883,6.420141497209933,0,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.274349327281138,5.752890048763229,6.340853008995741,5.969832246980868,5.819548663027908,0,1,0
0,0,2,2,0,0,2,0,0,0,0,0,1,1,White,1,12.510801934972342,7.691286891380654,7.699294249939758,7.201431848481587,7.496979798564483,2,0,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.469870497304775,2.281361456542419,5.571317180213676,5.474201581377986,6.690631074992678,0,0,0
0,0,0,0,0,2,4,0,0,1,3,0,1,1,White,1,12.251851757218056,7.004718636988589,6.128527197496322,6.593195207722109,6.570336594620527,2,0,0
5,5,5,5,1,2,3,8,0,0,3,2,1,1,White,1,12.403232936726697,8.29290148121981,7.381476987596283,7.827488080133138,7.597948099715646,3,0,2
1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1,12.522765190306473,6.743069297239496,6.8596673681750815,6.688914955487762,6.573666200382666,1,0,1
0,1,1,1,1,1,0,5,0,0,0,2,1,1,White,1,11.98371834517547,7.940277621452713,7.792955676417808,8.174342254070575,8.016185876587585,2,1,0
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.745135344071738,4.865378281439117,5.513912500104917,5.673495073717745,6.173911096090087,0,1,0
0,0,1,1,0,0,2,0,0,0,1,0,0,1,White,1,12.430087856838407,6.045431763377924,5.784840051790853,6.338152284513646,6.562232206840506,2,0,0
1,1,1,1,1,0,0,0,0,0,0,0,1,1,White,1,12.718745422258241,6.322816554844147,7.120581792214301,7.761174366374277,8.007373727967812,0,0,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,White,1,12.673547361017379,7.73075459198222,7.095528614454337,6.948839639081533,6.8638451878626485,3,0,0
0,2,2,2,0,0,2,6,0,0,1,1,1,1,White,1,12.326265264695985,4.032646447751885,6.633002593934697,7.383181678396262,7.31235334465095,0,0,0
2,2,2,2,1,0,0,6,0,0,0,2,1,1,White,1,12.245736097198755,6.775092080796302,6.413311405298509,6.864388382276924,6.92389434086517,2,0,1
0,0,2,3,0,2,5,5,0,1,3,2,1,1,White,1,12.407106570471056,7.412317327452154,7.695917141145659,7.420099748717398,7.193340153851591,1,1,0
0,0,0,0,0,1,0,0,0,0,0,0,0,1,White,1,12.12907901386298,4.904607889450726,6.995436431621971,6.813422621247398,6.372671115069366,0,1,0
1,1,1,3,0,2,2,9,0,1,1,3,1,1,White,0,12.226989798570557,7.783673915116402,8.051579910471794,7.718401010292028,7.189431854482001,2,1,2
1,1,1,1,0,0,0,0,0,0,0,0,0,1,White,1,13.039153992764257,4.793556647344296,6.344934360097766,5.775079356538235,5.184924679192946,0,0,0
1,1,1,1,0,1,0,4,0,1,0,4,1,1,White,1,12.455985480927398,6.476772342887016,6.057650148563739,6.924543563787836,6.543796731025699,0,1,0
0,0,1,1,0,0,2,3,0,0,1,3,0,1,White,1,12.623389971127635,5.6405586444891656,5.965274564017741,5.4806805891406265,5.792708683850602,1,0,0
